student_id,marks,study_hours_per_week,attendance_percent,previous_year_marks,assignments_submitted,extracurricular_score,parental_education_level,school_type,result
1662,58,0.66,64,67,10,10,2,public,0
1663,22,0.59,95,33,7,7,2,private,0
1664,49,0.57,96,55,4,5,2,private,0
1665,83,0.48,90,84,7,9,2,public,1
1666,60,1.1,88,50,7,10,4,private,0
1667,42,1.46,98,35,7,0,0,public,0
1668,51,13.04,94,56,7,7,3,public,1
1669,75,3.46,66,85,4,5,3,private,0
1670,70,17.56,90,55,4,2,2,public,0
1671,56,1.86,94,39,5,0,3,public,1
1672,53,2.45,87,51,6,1,4,private,0
1673,53,1.57,94,55,3,4,1,private,0
1674,43,0.81,94,45,9,0,3,private,1
1675,89,0.62,88,94,7,4,2,public,0
1676,54,11.61,92,49,5,4,3,private,1
1677,82,17.31,93,94,7,10,2,private,1
1678,87,0.18,98,100,3,9,3,private,0
1679,78,0.65,92,83,7,1,2,public,1
1680,52,2.2,92,47,9,7,3,private,0
1681,67,0.82,74,39,2,4,3,private,0
1682,60,1.81,92,53,8,1,2,private,0
1683,44,0.55,96,45,10,2,2,public,0
1684,66,2.44,94,72,3,1,1,private,1
1685,39,1.27,96,35,6,10,3,private,0
1686,81,1.73,80,80,7,10,2,private,1
1687,52,0.4,90,69,6,6,3,private,1
1688,64,2.24,87,53,5,0,2,private,0
1689,65,16.36,96,48,7,1,3,public,1
1690,55,1.59,75,31,6,10,3,private,0
1691,71,8.36,79,80,6,6,3,private,0
1692,51,7.41,84,38,6,1,1,public,1
1693,76,12.15,94,72,3,1,2,private,0
1694,36,6.24,93,44,3,7,2,public,0
1695,62,4.31,72,77,2,10,3,public,0
1696,95,7.77,92,95,5,3,3,public,1
1697,42,0.31,87,32,6,8,2,private,0
1698,48,2.49,94,51,9,2,1,private,0
1699,69,18.13,82,58,5,0,2,public,0
1700,63,5.87,70,62,5,5,2,private,1
1701,66,13.09,96,52,8,8,1,private,1
1702,69,6.05,86,61,7,5,3,private,0
1703,71,8.31,99,93,5,8,2,public,1
1704,80,4.9,85,91,9,4,1,private,0
1705,67,5.72,89,60,5,0,4,public,0
1706,56,2.96,85,52,9,7,2,public,0
1707,72,10.32,99,79,2,3,1,public,0
1708,94,6.97,77,90,7,1,3,private,0
1709,58,7.43,83,70,3,1,2,private,0
1710,42,4.47,80,26,4,7,2,public,0
1711,80,1.45,80,79,7,6,3,private,1
1712,58,0.15,89,50,7,5,1,private,0
1713,21,10.97,91,24,2,6,4,private,0
1714,75,3.53,98,76,8,6,3,private,0
1715,50,1.42,81,50,8,3,4,private,0
1716,58,0.65,82,62,8,10,4,public,0
1717,66,7.08,69,69,7,4,2,private,0
1718,63,7.24,94,52,5,10,2,public,1
1719,73,6.74,73,72,5,10,2,private,0
1720,52,4.14,77,51,5,1,1,private,0
1721,69,1.82,99,68,6,2,2,private,0
1722,55,1.45,97,77,8,5,2,private,1
1723,73,0.03,84,73,4,2,1,private,0
1724,71,7.17,74,87,7,10,3,private,0
1725,43,0.37,89,23,2,6,4,private,1
1726,80,3.99,90,74,6,2,2,public,0
1727,50,2.81,96,47,3,8,0,private,1
1728,75,2.99,94,90,5,4,3,private,0
1729,67,10.45,89,45,10,0,2,private,1
1730,93,0.13,86,100,6,3,0,private,0
1731,56,5.94,83,61,10,1,1,public,0
1732,54,0.21,80,59,5,8,3,private,0
1733,60,0.16,85,58,6,9,2,public,0
1734,55,2.25,95,57,8,2,1,public,0
1735,74,0.26,90,73,3,10,2,private,0
1736,31,6.23,91,24,6,4,2,private,0
1737,41,3.02,93,50,7,10,1,public,0
1738,41,0.12,85,42,3,1,3,public,0
1739,77,0.17,94,69,8,9,3,public,0
1740,91,3.79,67,95,8,8,3,public,0
1741,58,6.56,78,56,6,5,1,public,0
1742,57,2.3,71,53,7,8,2,public,0
1743,61,3.23,77,44,5,10,3,private,0
1744,81,6.43,95,76,4,3,3,private,0
1745,43,3.77,91,37,3,3,4,private,0
1746,64,1.02,79,67,3,3,1,private,0
1747,78,3.8,97,74,7,3,2,private,0
1748,69,3.96,95,96,5,10,1,private,0
1749,63,5.3,89,48,6,1,4,private,0
1750,78,3.88,80,66,2,4,3,private,0
1751,11,13.93,88,6,6,0,2,public,1
1752,72,0.88,92,76,7,1,3,private,0
1753,48,12.07,90,45,3,4,3,public,0
1754,27,3.09,85,21,3,8,3,public,0
1755,69,4.46,83,57,3,2,1,private,0
1756,85,0.42,84,89,4,6,0,private,0
1757,58,1.92,97,85,4,8,3,private,0
1758,77,5.87,73,66,5,7,3,public,0
1759,89,4.91,93,95,10,9,3,private,0
1760,84,0.16,78,100,6,2,1,private,0
1761,90,3.16,97,91,5,3,2,public,0
1762,73,0.37,75,76,10,0,1,private,0
1763,61,21.94,97,60,8,3,3,public,1
1764,31,9.1,75,49,5,1,2,private,0
1765,56,0.09,78,64,7,1,4,public,0
1766,45,7.83,92,56,4,2,4,public,0
1767,99,10.07,71,98,3,2,3,private,0
1768,57,1.75,71,64,6,3,2,private,0
1769,62,5.08,94,61,4,0,3,private,0
1770,70,2.33,89,78,3,10,1,public,0
1771,61,4.26,90,57,4,7,1,private,0
1772,91,1.66,91,100,7,3,2,public,0
1773,49,1.56,84,54,5,5,3,public,0
1774,64,2.21,87,59,5,10,4,private,0
1775,47,0.63,96,56,8,2,0,private,0
1776,36,7.11,100,33,7,6,0,public,0
1777,49,1.72,80,37,8,10,2,public,0
1778,59,2.04,72,56,5,1,1,private,0
1779,52,8.98,92,49,5,2,3,private,0
1780,48,2.75,84,36,6,10,2,private,0
1781,35,3.14,95,40,5,3,3,public,0
1782,59,12.54,97,63,4,2,2,private,1
1783,33,8.71,78,33,5,0,1,public,1
1784,74,0.74,92,82,4,5,2,private,0
1785,61,2.56,84,57,6,2,3,private,0
1786,34,14.2,97,19,5,0,1,private,1
1787,54,1.86,72,48,4,7,1,public,0
1788,46,1.86,93,38,5,3,2,private,0
1789,66,0.87,95,62,6,4,4,private,0
1790,84,0.49,84,85,5,4,1,public,0
1791,26,5.39,96,46,8,8,4,private,0
1792,62,5.88,90,47,2,2,2,private,0
1793,57,13.9,88,66,6,2,2,private,1
1794,72,5.94,98,62,6,4,1,public,1
1795,64,1.12,99,69,8,8,1,public,1
1796,46,0.16,99,40,6,4,1,private,0
1797,54,16.92,89,56,6,8,2,private,0
1798,46,1.66,99,62,9,2,3,public,0
1799,79,1.5,98,64,0,7,1,private,0
1800,60,9.46,96,63,7,8,3,public,1
1801,94,3.52,74,98,10,7,2,public,0
1802,59,0.97,92,69,6,8,3,private,0
1803,47,8.8,84,48,6,3,2,private,0
1804,33,20.06,90,67,7,5,1,private,1
1805,28,0.36,73,40,8,7,1,private,0
1806,31,7.93,80,37,3,0,3,private,0
1807,65,1.98,87,69,8,8,0,private,0
1808,69,2.97,95,75,7,9,1,private,0
1809,32,9.85,72,33,2,4,1,private,0
1810,76,14.5,90,77,6,7,2,public,0
1811,51,1.22,76,36,5,2,2,private,0
1812,63,0.96,88,69,5,7,2,public,0
1813,89,0.34,85,95,4,9,2,private,0
1814,76,3.3,95,80,6,0,0,private,0
1815,55,0.05,75,59,10,7,3,public,0
1816,44,2.12,85,52,7,0,3,public,0
1817,21,0.3,97,26,8,9,0,private,1
1818,47,2.08,88,48,10,2,2,public,0
1819,56,0.16,94,59,3,10,0,private,0
1820,42,7.21,87,54,5,5,2,public,0
1821,58,0.94,72,73,9,7,2,private,0
1822,61,1.59,87,51,6,10,4,public,0
1823,56,8.16,72,52,9,8,2,private,0
1824,48,5.49,99,58,7,10,1,private,1
1825,63,0.99,92,69,7,2,2,private,0
1826,68,0.3,89,62,10,10,1,private,1
1827,40,5.03,88,41,3,7,1,private,0
1828,85,1.98,98,93,5,8,2,public,1
1829,58,5.81,65,77,7,8,2,private,1
1830,60,2.36,73,84,4,0,1,private,0
1831,73,1.7,95,55,5,6,1,public,0
1832,64,2.4,88,73,6,7,1,private,1
1833,77,5.52,86,71,3,9,2,private,0
1834,65,9.3,98,77,6,7,4,private,1
1835,49,0.2,91,35,5,10,1,private,0
1836,67,2.97,99,60,3,3,2,private,0
1837,39,0.13,97,37,5,10,2,private,0
1838,62,2.53,90,69,5,9,3,private,0
1839,59,8.66,81,55,6,7,2,private,0
1840,56,1.8,95,49,4,3,2,public,0
1841,58,10.78,95,41,8,9,0,private,0
1842,26,3.98,83,19,9,0,0,private,1
1843,50,10.88,86,57,6,1,2,private,0
1844,62,5.66,95,77,4,0,1,private,0
1845,63,0.44,90,53,5,5,3,private,0
1846,42,1.05,91,33,8,0,3,public,0
1847,83,2.0,89,76,9,8,2,private,1
1848,44,0.75,95,43,5,10,2,private,0
1849,77,2.73,80,79,6,5,1,public,0
1850,68,2.55,92,65,6,2,4,private,0
1851,48,12.52,86,32,6,0,2,private,0
1852,92,2.27,91,72,6,7,3,private,0
1853,39,6.16,87,34,5,3,2,public,0
1854,77,11.38,87,82,6,6,1,public,0
1855,78,8.38,78,78,7,5,2,private,0
1856,48,0.94,75,65,4,6,1,private,0
1857,85,2.74,80,70,7,9,2,private,0
1858,55,1.71,91,56,2,4,2,public,0
1859,65,2.04,66,79,5,0,3,public,0
1860,65,1.79,89,62,7,2,3,private,0
1861,58,7.0,79,45,3,3,2,private,0
1862,75,2.41,85,48,6,6,4,private,0
1863,74,2.97,85,71,4,3,2,private,0
1864,29,16.17,95,24,7,3,2,private,1
1865,83,0.25,90,77,3,7,2,private,0
1866,30,2.68,97,33,10,3,2,public,0
1867,79,5.95,80,97,3,7,2,private,0
1868,80,0.66,95,66,6,9,3,public,0
1869,40,3.78,89,30,7,4,3,public,0
1870,53,1.09,78,52,6,0,1,public,0
1871,40,8.08,77,47,1,4,2,public,0
1872,56,1.58,95,52,8,0,2,private,0
1873,54,1.6,90,60,7,3,2,private,0
1874,74,3.65,98,60,2,1,3,public,0
1875,84,0.81,83,84,7,10,2,private,0
1876,85,1.34,94,85,10,3,2,public,0
1877,50,2.16,73,66,10,4,2,public,0
1878,56,1.75,77,67,2,8,2,private,0
1879,30,2.98,68,31,3,10,3,private,0
1880,45,3.66,92,35,7,3,4,private,0
1881,77,3.34,90,54,6,1,0,private,0
1882,89,4.25,88,80,7,2,2,private,0
1883,38,1.47,76,60,6,0,1,public,0
1884,49,0.54,76,31,4,8,2,private,0
1885,60,5.72,91,51,8,2,2,private,0
1886,65,7.61,81,66,4,6,1,public,0
1887,45,1.19,99,58,3,9,4,private,0
1888,68,2.09,70,55,5,5,2,public,0
1889,51,2.76,80,56,7,5,1,private,0
1890,60,3.05,94,52,4,0,2,public,0
1891,70,4.31,98,58,5,3,2,private,1
1892,60,0.17,90,54,8,0,3,private,0
1893,52,5.11,81,52,1,10,2,private,0
1894,58,0.26,77,45,2,5,3,private,1
1895,58,2.53,95,69,5,10,2,private,0
1896,53,7.03,97,67,5,4,3,private,1
1897,55,2.4,71,48,7,3,2,private,0
1898,89,0.65,84,97,6,8,2,private,0
1899,70,16.81,98,55,10,7,3,public,1
1900,55,8.8,95,53,3,3,3,public,0
1901,73,5.9,92,81,8,9,2,private,0
1902,54,2.12,80,61,8,10,1,public,1
1903,81,0.81,79,82,6,9,3,public,0
1904,67,11.35,92,79,8,5,3,private,0
1905,58,3.04,66,51,10,10,3,public,0
1906,68,7.65,88,69,8,10,3,public,1
1907,32,1.67,87,33,6,9,3,public,0
1908,40,1.63,93,44,9,0,2,private,0
1909,39,16.95,78,45,2,1,3,private,0
1910,63,2.95,93,50,6,9,2,public,0
1911,91,0.61,76,98,7,8,4,public,0
1912,100,0.99,71,88,6,7,3,private,0
1913,71,2.63,94,80,3,7,3,public,1
1914,69,0.17,90,87,6,9,2,private,0
1915,28,2.48,92,23,8,5,2,private,0
1916,50,2.17,99,41,3,3,3,public,0
1917,46,6.04,89,63,8,8,3,public,1
1918,49,1.75,96,48,4,3,1,private,0
1919,57,16.19,93,44,4,10,3,private,0
1920,52,0.8,92,43,4,4,3,private,0
1921,24,3.58,91,15,9,6,2,private,1
1922,73,0.38,90,85,10,10,2,public,0
1923,41,5.29,99,31,4,3,2,private,1
1924,64,21.0,81,41,7,1,1,private,0
1925,97,6.84,98,96,10,6,1,private,1
1926,43,3.25,77,46,8,0,0,private,1
1927,14,2.65,91,20,9,9,1,private,1
1928,55,7.21,74,28,6,6,4,private,0
1929,80,10.99,91,78,2,7,1,public,0
1930,95,18.12,76,91,6,5,3,private,1
1931,38,2.02,99,42,6,1,4,private,1
1932,69,18.81,64,49,5,0,2,private,1
1933,52,0.68,95,54,5,4,2,private,0
1934,58,1.17,96,60,6,9,1,public,0
1935,100,0.37,67,100,3,7,2,private,0
1936,33,1.27,77,37,4,7,2,public,0
1937,65,5.84,92,72,7,9,3,private,0
1938,68,7.67,61,56,3,3,2,public,0
1939,80,6.04,67,79,4,2,3,public,0
1940,62,3.99,64,75,6,8,1,private,0
1941,66,2.89,89,61,6,6,1,public,0
1942,53,4.93,92,61,9,9,1,public,0
1943,65,1.98,94,55,3,4,2,private,0
1944,54,7.36,91,52,6,3,2,private,0
1945,71,4.52,83,55,6,8,2,private,0
1946,53,4.79,89,52,3,7,4,public,0
1947,67,3.07,88,59,7,7,1,private,1
1948,59,8.66,98,70,7,10,3,public,0
1949,80,1.16,92,100,5,3,2,private,0
1950,59,1.92,80,42,6,3,3,private,0
1951,28,6.01,98,16,7,0,3,private,0
1952,83,2.71,83,92,2,7,2,public,0
1953,44,8.8,97,36,5,1,3,public,0
1954,48,1.7,86,47,9,0,2,private,0
1955,49,1.84,87,64,4,8,0,public,0
1956,85,8.78,95,100,1,8,3,public,0
1957,22,2.5,94,9,7,2,2,public,0
1958,100,2.9,97,100,8,2,2,public,0
1959,79,1.62,88,86,8,2,3,private,0
1960,64,1.3,80,74,4,5,3,public,0
1961,59,4.27,87,52,4,7,3,private,0
1962,65,0.51,87,57,10,2,2,private,0
1963,69,8.46,83,52,6,2,2,public,0
1964,72,6.04,77,60,8,1,2,public,0
1965,70,0.85,84,77,6,3,2,public,0
1966,62,4.74,76,67,6,2,2,public,0
1967,56,3.69,85,64,9,8,3,public,0
1968,57,0.82,78,59,5,2,2,private,0
1969,56,1.28,81,56,5,10,2,private,0
1970,80,2.1,83,73,3,10,1,private,1
1971,71,4.81,95,68,4,2,2,public,0
1972,7,4.07,83,16,9,8,3,public,0
1973,72,3.04,75,80,6,4,2,public,0
1974,64,5.85,88,66,3,10,2,private,0
1975,60,5.67,85,51,5,8,2,private,0
1976,53,3.85,77,48,4,1,2,private,0
1977,80,6.19,97,66,8,9,2,public,0
1978,77,1.63,84,73,8,0,2,public,0
1979,46,8.52,97,29,3,4,3,private,1
1980,67,3.82,75,64,6,7,2,public,0
1981,43,6.91,97,36,7,4,2,private,0
1982,35,3.16,97,35,4,9,3,private,0
1983,49,0.99,86,41,5,8,1,private,0
1984,76,3.13,86,83,9,0,3,private,0
1985,77,1.86,82,61,6,7,3,private,0
1986,69,4.78,94,53,4,9,3,private,1
1987,73,2.58,97,70,4,9,2,public,0
1988,69,7.23,95,72,10,7,2,private,1
1989,48,4.53,90,44,7,6,2,public,0
1990,68,4.61,84,65,5,10,2,public,0
1991,74,0.98,92,75,5,2,4,public,0
1992,74,16.6,61,79,8,7,2,private,1
1993,81,7.37,69,77,4,5,1,public,0
1994,73,6.22,94,75,1,2,2,private,0
1995,66,1.6,84,76,3,9,1,public,0
1996,79,3.07,75,65,5,2,3,private,0
1997,60,0.59,93,73,7,1,1,public,0
1998,44,3.09,77,56,10,2,1,public,0
1999,57,0.63,67,49,6,7,2,public,0
2000,47,3.22,85,52,8,3,2,public,0
2001,48,4.18,88,33,8,2,3,private,0
2002,57,1.98,92,60,4,6,1,private,0
2003,46,2.76,89,60,5,5,2,public,0
2004,54,8.34,88,44,6,6,2,private,0
2005,26,0.46,81,18,5,3,3,private,0
2006,64,6.28,92,68,8,3,1,public,0
2007,60,0.75,84,57,6,2,2,public,0
2008,45,0.15,86,47,5,8,2,private,0
2009,72,0.82,86,96,6,1,2,private,0
2010,77,5.79,82,73,6,10,2,private,0
2011,31,2.08,83,15,4,3,2,public,0
2012,46,8.24,81,39,6,2,1,public,0
2013,46,2.98,89,48,6,3,1,private,0
2014,43,0.09,84,30,6,6,0,private,0
2015,75,5.05,82,68,3,2,3,public,0
2016,57,0.47,87,69,2,4,3,private,1
2017,55,6.23,75,71,10,3,2,public,0
2018,24,0.74,89,20,4,8,2,public,0
2019,71,1.7,85,67,7,5,3,private,0
2020,38,5.73,91,26,5,9,1,private,0
2021,61,12.34,75,64,3,1,4,private,1
2022,65,1.86,87,89,7,2,4,private,1
2023,84,7.07,70,80,4,3,1,private,0
2024,36,0.85,70,33,7,8,4,private,0
2025,6,6.58,99,11,6,10,2,private,0
2026,63,4.29,95,58,3,4,2,public,0
2027,92,0.86,81,88,3,3,2,public,0
2028,82,1.44,76,96,2,2,3,private,1
2029,64,0.57,76,51,5,4,2,private,0
2030,51,1.93,68,40,4,8,2,private,0
2031,75,0.91,89,81,3,2,1,public,0
2032,42,4.13,72,41,6,4,2,public,0
2033,69,20.82,90,58,4,3,1,private,1
2034,69,0.05,79,72,8,4,3,private,0
2035,79,3.11,83,76,3,6,2,public,0
2036,100,3.41,78,100,6,5,2,public,0
2037,67,9.82,58,64,3,4,2,private,0
2038,51,2.82,86,36,9,3,2,private,0
2039,60,3.14,85,71,8,9,4,public,0
2040,28,2.55,96,45,9,3,2,private,1
2041,47,1.25,76,38,5,5,3,private,0
2042,53,0.23,79,69,6,2,3,private,0
2043,51,2.1,64,50,9,6,2,public,0
2044,63,0.22,92,33,4,4,0,public,1
2045,45,3.2,65,49,9,7,2,private,0
2046,80,1.47,71,58,5,5,2,public,0
2047,60,3.05,72,55,4,3,2,public,0
2048,60,0.58,95,67,4,7,2,private,0
2049,54,10.79,92,59,5,1,3,public,0
2050,63,9.0,91,56,4,4,2,private,0
2051,75,0.84,97,81,9,9,2,private,0
2052,44,1.68,86,53,6,4,2,private,0
2053,48,3.8,80,42,6,1,4,private,0
2054,55,0.4,96,52,5,9,1,public,0
2055,36,1.75,70,38,9,1,1,private,0
2056,45,1.16,88,33,8,5,3,public,0
2057,51,9.88,77,43,4,7,1,private,1
2058,76,7.66,95,86,4,2,2,public,0
2059,65,3.47,100,88,6,9,2,public,1
2060,63,2.94,95,69,3,1,2,public,0
2061,75,10.68,84,78,7,5,2,public,1
2062,58,10.78,95,76,7,4,2,private,1
2063,67,13.94,97,58,8,5,2,private,0
2064,58,0.54,87,59,6,7,3,private,0
2065,65,0.7,78,73,8,5,1,private,0
2066,50,4.52,82,42,4,10,2,public,0
2067,16,3.12,98,0,4,3,0,public,1
2068,58,0.07,58,66,8,5,4,private,0
2069,86,0.26,77,96,7,6,3,private,0
2070,77,8.76,87,85,7,8,3,public,0
2071,77,8.13,93,86,4,6,2,private,0
2072,82,1.77,79,83,4,7,1,public,0
2073,62,8.87,96,63,5,7,3,public,0
2074,64,3.6,81,66,3,0,3,public,0
2075,49,6.56,95,60,5,1,2,private,0
2076,54,2.23,94,57,7,4,2,private,0
2077,71,0.48,93,72,5,8,3,public,0
2078,82,2.27,90,85,5,1,3,private,0
2079,57,2.44,99,61,8,8,1,public,1
2080,52,3.2,88,41,5,3,2,public,0
2081,60,0.45,98,74,5,1,2,private,0
2082,71,19.02,97,64,4,9,1,private,1
2083,34,1.12,98,35,3,6,3,private,0
2084,19,0.89,88,10,8,4,3,public,0
2085,50,2.99,81,48,4,2,2,private,0
2086,38,3.08,88,43,5,5,4,public,0
2087,51,2.32,82,54,9,0,2,public,0
2088,57,5.91,84,52,8,2,2,private,0
2089,52,2.91,66,45,8,4,1,public,0
2090,86,3.76,81,89,5,4,3,public,0
2091,66,5.15,81,77,7,5,2,private,0
2092,65,0.1,89,79,4,7,1,private,0
2093,71,3.38,92,91,6,1,4,private,0
2094,40,8.62,87,33,9,3,0,private,0
2095,79,0.07,69,71,9,5,1,private,0
2096,59,2.08,92,58,6,4,2,private,0
2097,72,10.43,87,70,7,9,2,private,0
2098,41,1.74,93,27,5,8,2,private,0
2099,32,2.46,84,40,3,8,2,private,1
2100,75,15.97,86,67,6,7,4,private,1
2101,67,0.89,88,61,4,9,2,private,0
2102,44,0.27,97,48,3,2,3,public,0
2103,44,7.85,95,32,6,10,2,private,0
2104,80,8.11,90,77,1,0,3,private,1
2105,39,2.56,75,46,8,6,3,private,0
2106,90,2.89,72,90,5,1,3,private,0
2107,44,7.23,84,51,6,7,1,private,1
2108,71,5.37,74,81,4,8,4,public,0
2109,54,1.23,95,53,4,10,4,private,0
2110,71,0.07,88,37,5,10,2,public,1
2111,50,2.61,74,62,9,7,1,private,0
2112,57,7.83,86,57,5,0,2,private,0
2113,61,9.05,73,69,6,1,2,private,0
2114,42,12.51,86,56,4,9,3,private,0
2115,73,8.47,84,55,8,2,0,private,0
2116,51,3.47,79,51,7,6,1,private,0
2117,56,2.35,91,71,6,4,2,private,1
2118,42,5.96,75,40,7,9,0,private,0
2119,14,5.39,77,24,5,8,3,private,0
2120,57,3.09,86,46,5,5,2,public,0
2121,100,0.37,96,100,2,8,4,public,0
2122,74,10.42,98,61,6,9,2,public,0
2123,60,2.43,87,69,4,10,3,private,1
2124,55,1.81,98,50,6,0,2,private,0
2125,60,3.97,93,74,5,9,2,private,1
2126,70,4.48,94,85,9,0,2,public,0
2127,39,0.95,93,33,6,5,4,public,0
2128,80,7.25,81,97,7,9,4,private,0
2129,73,1.37,91,67,4,0,4,private,1
2130,73,0.83,85,80,3,1,2,public,0
2131,68,2.09,87,68,8,9,1,private,0
2132,60,5.25,75,56,6,10,2,private,0
2133,72,13.46,99,80,5,3,2,public,1
2134,71,6.63,89,66,10,1,2,private,1
2135,54,11.28,86,48,5,9,2,private,1
2136,50,0.61,88,50,7,3,3,private,0
2137,62,0.3,90,71,8,0,2,private,0
2138,88,3.26,86,90,8,3,3,private,0
2139,38,1.37,83,34,4,8,2,public,1
2140,34,7.04,90,29,8,0,2,private,0
2141,63,4.46,94,61,7,7,2,private,1
2142,61,14.12,62,66,4,3,1,public,0
2143,63,1.18,77,52,6,10,2,private,0
2144,64,2.66,90,57,9,8,2,private,0
2145,56,2.78,84,64,6,9,2,private,0
2146,87,1.09,80,79,9,4,1,public,1
2147,31,3.57,62,25,1,8,2,public,0
2148,45,2.34,85,45,7,5,2,private,0
2149,58,2.37,97,50,5,8,2,public,1
2150,30,1.8,86,25,10,2,3,private,0
2151,57,0.07,75,58,6,5,2,private,0
2152,90,2.95,85,97,7,4,2,public,1
2153,60,1.63,92,52,10,4,3,public,0
2154,64,0.01,85,56,8,9,1,private,1
2155,37,1.47,68,48,6,3,4,private,0
2156,49,1.31,86,43,8,1,1,private,1
2157,53,2.0,96,46,4,9,3,private,0
2158,54,0.57,96,34,4,1,3,private,0
2159,83,2.83,91,94,9,2,2,public,0
2160,70,4.72,80,84,10,6,2,private,0
2161,40,3.98,80,40,7,4,1,private,1
2162,64,6.51,92,66,9,7,1,private,0
2163,69,2.41,77,69,7,3,2,private,0
2164,81,2.93,82,70,5,6,2,public,0
2165,88,6.65,82,94,5,1,1,private,0
2166,42,2.23,91,56,9,3,1,public,0
2167,45,4.84,99,45,10,2,3,private,0
2168,37,2.28,68,44,10,8,1,public,0
2169,56,2.16,78,47,7,2,2,public,0
2170,68,5.71,71,58,8,8,1,private,0
2171,78,0.77,96,83,8,7,2,public,0
2172,59,1.65,80,74,4,8,2,private,0
2173,54,1.02,84,48,6,6,3,public,0
2174,63,1.78,90,61,4,8,2,private,0
2175,45,1.05,82,50,5,2,1,private,0
2176,98,3.46,81,94,4,7,2,public,0
2177,31,6.4,96,36,10,10,2,public,1
2178,63,6.18,92,53,8,7,2,private,0
2179,96,1.81,80,100,3,1,0,private,0
2180,60,17.95,97,58,10,5,2,private,1
2181,57,3.6,81,41,8,5,3,private,0
2182,54,2.04,63,44,6,4,4,private,0
2183,57,7.22,94,60,5,7,2,private,0
2184,85,5.24,91,99,10,1,2,public,0
2185,20,5.53,92,7,8,10,0,private,1
2186,88,0.87,98,98,5,3,3,private,0
2187,34,2.53,81,38,2,5,1,private,0
2188,55,7.92,84,65,10,3,1,public,0
2189,52,2.81,99,50,7,1,0,private,0
2190,71,4.6,91,77,3,9,3,public,0
2191,31,3.55,84,49,9,8,2,private,1
2192,68,7.39,95,70,8,5,3,private,0
2193,96,1.34,85,86,9,8,1,public,0
2194,35,3.43,82,49,8,5,1,public,0
2195,63,0.53,87,68,4,0,0,private,1
2196,48,4.69,89,50,4,6,4,private,0
2197,68,5.27,82,86,6,8,2,private,0
2198,60,0.18,82,74,10,5,1,public,0
2199,48,4.51,88,53,4,4,2,private,0
2200,69,2.14,83,60,7,2,3,private,0
2201,92,0.53,87,88,6,8,1,private,1
2202,57,2.18,98,59,4,9,2,private,0
2203,73,0.86,84,73,4,5,3,public,0
2204,37,2.15,94,32,3,2,2,private,1
2205,43,1.94,80,41,10,2,2,private,0
2206,69,5.36,95,80,1,2,2,private,0
2207,87,5.95,87,89,7,7,2,private,0
2208,66,3.74,87,61,6,6,1,private,1
2209,54,0.09,86,61,10,9,2,public,0
2210,60,10.7,94,66,4,5,1,private,0
2211,37,4.64,81,37,4,5,3,private,0
2212,71,0.14,100,60,6,0,3,public,0
2213,76,6.83,66,75,5,7,1,public,0
2214,52,0.89,81,52,6,4,1,private,0
2215,52,3.46,89,61,9,6,3,public,0
2216,65,2.51,69,58,3,5,2,public,0
2217,52,2.18,95,49,10,1,0,public,0
2218,59,8.82,83,74,9,7,2,public,1
2219,98,2.3,98,96,7,0,2,private,0
2220,56,0.31,80,56,5,4,1,public,0
2221,54,11.72,84,72,3,5,1,public,0
2222,48,10.13,95,39,7,5,1,public,0
2223,73,4.61,79,86,9,9,3,public,0
2224,57,2.52,79,53,5,7,0,public,0
2225,48,0.39,77,50,10,4,2,public,0
2226,84,6.26,89,87,10,10,2,public,0
2227,86,0.31,95,84,7,1,1,private,0
2228,49,0.28,97,40,10,8,2,private,0
2229,26,3.08,97,19,4,4,3,public,0
2230,78,0.7,68,76,6,9,1,private,1
2231,48,0.03,68,40,8,2,2,private,0
2232,74,2.2,66,74,1,2,1,private,0
2233,25,0.59,92,17,2,0,3,public,1
2234,76,0.7,85,67,2,2,2,public,0
2235,38,0.32,79,22,5,9,3,private,0
2236,73,0.92,95,90,3,5,2,private,0
2237,60,5.03,86,59,6,2,2,public,0
2238,43,6.62,92,36,5,1,2,private,0
2239,53,2.41,98,43,9,7,4,private,0
2240,72,2.83,87,67,10,4,3,private,0
2241,62,0.13,85,43,4,10,3,private,0
2242,71,0.29,77,65,5,8,3,public,0
2243,96,1.19,77,100,10,10,2,public,0
2244,32,3.14,98,26,10,0,2,public,1
2245,89,5.38,81,95,2,3,1,private,0
2246,62,3.72,98,71,10,3,2,public,1
2247,44,1.99,79,50,6,9,1,private,0
2248,36,0.5,72,36,7,6,2,private,0
2249,57,6.07,64,69,2,4,2,private,0
2250,77,1.81,98,88,10,1,2,public,0
2251,58,5.33,97,51,6,2,1,public,0
2252,87,2.88,67,78,6,7,1,private,1
2253,34,5.37,79,30,5,1,3,public,0
2254,60,9.51,99,57,6,5,3,public,0
2255,37,10.15,93,49,4,2,1,public,1
2256,67,3.06,92,75,7,5,1,public,1
2257,76,2.87,80,77,8,5,2,public,0
2258,52,1.24,83,54,3,5,2,private,1
2259,13,10.98,71,2,8,4,3,public,0
2260,64,2.45,92,75,2,9,3,public,0
2261,68,0.55,91,70,6,3,1,private,0
2262,67,2.27,93,57,3,0,2,public,0
2263,82,0.54,93,65,5,8,2,public,0
2264,41,2.79,93,28,3,3,0,public,0
2265,72,3.3,97,73,4,0,1,private,0
2266,81,1.65,98,56,8,10,3,public,0
2267,28,0.3,91,16,3,3,3,public,0
